Fri Jun 13 10:36:47 2014	1402648607	10	27.924	0.000	0
Fri Jun 13 10:36:49 2014	1402648609	10	27.911	0.000	0
Fri Jun 13 10:36:51 2014	1402648611	10	27.923	0.000	0
Fri Jun 13 10:36:53 2014	1402648613	10	27.903	0.000	0
Fri Jun 13 10:36:55 2014	1402648615	10	27.920	0.000	0
