Wed Jun 11 16:59:10 2014,1402498750.807026,10,25.350,0.008,0
Wed Jun 11 16:59:11 2014,1402498751.806969,10,25.334,0.009,0
Wed Jun 11 16:59:12 2014,1402498752.807004,10,25.346,0.009,0
Wed Jun 11 16:59:13 2014,1402498753.807083,10,25.346,0.009,0
Wed Jun 11 16:59:14 2014,1402498754.807083,10,25.346,0.008,0
Wed Jun 11 16:59:15 2014,1402498755.806976,10,25.348,0.008,0
Wed Jun 11 16:59:16 2014,1402498756.807031,10,25.361,0.008,0
Wed Jun 11 16:59:17 2014,1402498757.806998,10,25.368,0.009,0
Wed Jun 11 16:59:18 2014,1402498758.807029,10,25.364,0.008,0
Wed Jun 11 16:59:19 2014,1402498759.80699,10,25.371,0.008,0
Wed Jun 11 16:59:20 2014,1402498760.807053,10,25.389,0.008,0
Wed Jun 11 16:59:21 2014,1402498761.807013,10,25.389,0.008,0
Wed Jun 11 16:59:22 2014,1402498762.806972,10,25.386,0.008,0
Wed Jun 11 16:59:23 2014,1402498763.807619,10,25.391,0.008,0
Wed Jun 11 16:59:24 2014,1402498764.806828,10,25.394,0.007,0
Wed Jun 11 16:59:25 2014,1402498765.80674,10,25.396,0.006,0
Wed Jun 11 16:59:26 2014,1402498766.806793,10,25.408,0.004,0
Wed Jun 11 16:59:27 2014,1402498767.806672,10,25.396,0.004,0
Wed Jun 11 16:59:28 2014,1402498768.806828,10,25.396,0.004,0
Wed Jun 11 16:59:29 2014,1402498769.806597,10,25.406,0.000,1048576
Wed Jun 11 16:59:30 2014,1402498770.806739,10,25.415,0.004,0
Wed Jun 11 16:59:31 2014,1402498771.806544,10,25.426,0.00Õc÷ò
Wed Jun 11 16:59:32 2014,1402498772.806936,10,25.418,0.002,0
Wed Jun 11 16:59:33 2014,1402498773.806725,10,25.429,0.002,0
Wed Jun 11 16:59:34 2014,1402498774.80694,10,25.426,0.001,0
Wed Jun 11 16:59:35 2014,1402498775.80699,10,25.427,0.001,0
Wed Jun 11 16:59:36 2014,1402498776.807046,10,25.427,0.001,0
Wed Jun 11 16:59:37 2014,1402498777.806991,10,25.437,0.000,0
Wed Jun 11 16:59:38 2014,1402498778.806923,10,25.435,0.000,0
Wed Jun 11 16:59:39 2014,1402498779.806592,10,25.441,0.000,0
Wed Jun 11 16:59:40 2014,1402498780.806997,10,25.436,0.000,0
Wed Jun 11 16:59:41 2014,1402498781.806582,10,25.436,0.000,"0)"
Wed Jun 11 16:59:42 2014,1402498782.806627,10,25.463,0.000,0
Wed Jun 11 16:59:43 2014,1402498783.806669,10,25.463,0.000,1048576
Wed Jun 11 16:59:44 2014,1402498784.806584,10,25.452,0.000,0
Wed Jun 11 16:59:45 2014,1402498785.80652,10,25.447,0.000,0
Wed Jun 11 16:59:46 2014,1402498786.806603,10,25.447,0.000,0
Wed Jun 11 16:59:47 2014,1402498787.806573,10,25.449,0.000,0
Wed Jun 11 16:59:48 2014,1402498788.80699,10,25.470,0.000,0
Wed Jun 11 16:59:49 2014,1402498789.806914,10,25.468,0.000,0
Wed Jun 11 16:59:50 2014,1402498790.806594,10,25.482,0.000,0
Wed Jun 11 16:59:51 2014,1402498791.806531,10,25.482,0.000,0
Wed Jun 11 16:59:52 2014,1402498792.806682,10,25.462,0.000,0
Wed Jun 11 16:59:53 2014,1402498793.806557,10,25.473,0.000,0
Wed Jun 11 16:59:54 2014,1402498794.806994,10,25.484,0.000,0
Wed Jun 11 16:59:55 2014,1402498795.806682,10,25.465,0.001,0
Wed Jun 11 16:59:56 2014,1402498796.807004,10,25.481,0.001,0
Wed Jun 11 16:59:57 2014,1402498797.806988,10,25.489,0.001,0
Wed Jun 11 16:59:58 2014,1402498798.806964,10,25.489,0.001,0
Wed Jun 11 16:59:59 2014,1402498799.807027,10,25.500,0.000,0
Wed Jun 11 17:00:00 2014,1402498800.806902,10,25.501,0.000,0
Wed Jun 11 17:00:01 2014,1402498801.80703,10,25.497,0.000,0
Wed Jun 11 17:00:02 2014,1402498802.80681,10,25.510,0.000,0
Wed Jun 11 17:00:03 2014,1402498803.806672,10,25.513,0.000,0
Wed Jun 11 17:00:04 2014,1402498804.806663,10,25.520,0.000,0
Wed Jun 11 17:00:05 2014,1402498805.806633,10,25.505,0.000,0
Wed Jun 11 17:00:06 2014,1402498806.806003,10,25.505,0.000,0
Wed Jun 11 17:00:07 2014,1402498807.806926,10,25.522,0.000,0
Wed Jun 11 17:00:08 2014,1402498808.806963,10,25.518,0.000,0
Wed Jun 11 17:00:09 2014,1402498809.806748,10,25.528,0.000,0
Wed Jun 11 17:00:10 2014,1402498810.806988,10,25.536,0.000,0
Wed Jun 11 17:00:11 2014,1402498811.806972,10,25.535,0.000,0
Wed Jun 11 17:00:12 2014,1402498812.806671,10,25.520,0.000,0
Wed Jun 11 17:00:13 2014,1402498813.806637,10,25.520,0.000,0
Wed Jun 11 17:00:14 2014,1402498814.806591,10,25.532,0.000,0
Wed Jun 11 17:00:15 2014,1402498815.807024,10,8.396,0.004,0
Wed Jun 11 17:00:16 2014,1402498816.806208,10,25.545,0.000,0
Wed Jun 11 17:00:17 2014,1402498817.806985,10,25.554,0.000,0
Wed Jun 11 17:00:18 2014,1402498818.806687,10,25.550,0.000,0
Wed Jun 11 17:00:19 2014,1402498819.806533,10,25.552,0.000,0
Wed Jun 11 17:00:20 2014,1402498820.806673,10,25.563,0.000,0
Wed Jun 11 17:00:21 2014,1402498821.80698,10,25.563,0.000,0
Wed Jun 11 17:00:22 2014,1402498822.806702,10,25.553,0.000,0
Wed Jun 11 17:00:23 2014,1402498823.806611,10,25.562,0.000,0
Wed Jun 11 17:00:24 2014,1402498824.807205,10,25.569,0.000,0
Wed Jun 11 17:00:25 2014,1402498825.807386,10,25.572,0.000,0
Wed Jun 11 17:00:26 2014,1402498826.807187,10,25.562,0.000,0
Wed Jun 11 17:00:27 2014,1402498827.806648,10,25.571,0.000,0
Wed Jun 11 17:00:28 2014,1402498828.806942,10,25.571,0.000,0
Wed Jun 11 17:00:29 2014,1402498829.808758,10,25.589,0.000,0
Wed Jun 11 17:00:30 2014,1402498830.807165,10,25.570,0.000,0
Wed Jun 11 17:00:31 2014,1402498831.807002,10,25.584,0.000,0
Wed Jun 11 17:00:32 2014,1402498832.807059,10,25.’ªf∆3fÃò,0
Wed Jun 11 17:00:33 2014,1402498833.807104,10,25.581,0.000,0
Wed Jun 11 17:00:34 2014,1402498834.806976,10,25.583,0.000,0
Wed Jun 11 17:00:35 2014,1402498835.806934,10,25.593,0.000,0
Wed Jun 11 17:00:36 2014,1402498836.80659,10,25.593,0.000,0
Wed Jun 11 17:00:37 2014,1402498837.80674,10,25.593,0.000,0
Wed Jun 11 17:00:38 2014,1402498838.806667,10,25.593,0.000,0
